subject_nr,counter,cond_trig,word_trig,targ_type,target,correct,response_time
S210,205,207,7,FILL_W,PREACH,1,633
S210,206,202,25,CW_L,PARKING,1,672
S210,207,208,25,FILL_NW,GILN,1,823
S210,208,203,21,NW_S_COMP,WELDIC,1,777
S210,209,201,23,CW_S,TEACHER,0,1221
S210,210,205,14,NW_S_SIMP,HELMETOES,0,1221
S210,211,201,46,CW_S,STRANGENESS,1,1124
S210,212,205,5,NW_S_SIMP,URNILT,1,1072
S210,213,205,4,NW_S_SIMP,AIDIG,1,1098
S210,214,207,35,FILL_W,LEGAL,1,915
S210,215,206,10,NW_L_SIMP,ELBOWILM,0,1222
S210,216,202,38,CW_L,EXCITEMENT,1,984
S210,217,204,8,NW_L_COMP,INKISM,1,835
S210,218,201,25,CW_S,ANGELIC,1,955
S210,219,207,45,FILL_W,TAX,1,958
S210,220,206,12,NW_L_SIMP,EARILT,0,1222
S210,221,208,3,FILL_NW,BLANTH,1,869
S210,222,203,12,NW_S_COMP,DUMBITY,1,1125
S210,223,205,16,NW_S_SIMP,ACREMANT,0,1221
S210,224,208,6,FILL_NW,CINDS,1,1117
S210,225,201,34,CW_S,GUILTY,1,939
S210,226,204,24,NW_L_COMP,AGREELY,0,1221
S210,227,207,46,FILL_W,SAVE,1,658
S210,228,205,21,NW_S_SIMP,WINKIDY,1,873
S210,229,208,4,FILL_NW,BROUPS,1,667
S210,230,206,16,NW_L_SIMP,SHOOTMANT,0,1222
S210,231,203,20,NW_S_COMP,EJECTENCE,1,1014
S210,232,204,21,NW_L_COMP,EMPLOYNESS,1,967
S210,233,208,32,FILL_NW,KEMT,1,853
S210,234,208,49,FILL_NW,VUNKS,1,686
S210,235,207,11,FILL_W,CHIP,1,1000
S210,236,204,17,NW_L_COMP,FELLOWOUS,0,1220
S210,237,208,19,FILL_NW,FALONS,0,1221
S210,238,202,48,CW_L,WEEDY,0,1221
S210,239,202,31,CW_L,GUILELESS,0,1222
S210,240,204,1,NW_L_COMP,STIRANCE,1,1023
S210,241,202,28,CW_L,DAMPISH,1,984
S210,242,204,2,NW_L_COMP,TRIPARY,1,891
S210,243,207,29,FILL_W,BAKE,1,921
S210,244,206,11,NW_L_SIMP,WITCHITH,1,1134
S210,245,203,7,NW_S_COMP,ALTARIC,0,1222
S210,246,203,18,NW_S_COMP,HEIGHTENCE,1,969
S210,247,208,29,FILL_NW,HESK,0,1221
S210,248,203,9,NW_S_COMP,ARIDISM,1,881
S210,249,207,49,FILL_W,SUIT,1,743
S210,250,208,8,FILL_NW,BLAYS,1,752
S210,251,206,5,NW_L_SIMP,PICKENGE,1,768
S210,252,207,5,FILL_W,BLEAK,0,870
S210,253,202,39,CW_L,DEAFNESS,1,834
S210,254,202,45,CW_L,EDITOR,1,817
S210,255,207,48,FILL_W,TREAT,1,598
S210,256,208,10,FILL_NW,DARF,0,1221
S210,257,207,30,FILL_W,FLOAT,1,772
S210,258,202,9,CW_L,RENTER,0,866
S210,259,208,31,FILL_NW,JADS,1,709
S210,260,203,19,NW_S_COMP,ADOPTISH,1,1027
S210,261,207,2,FILL_W,WEIRD,1,789
S210,262,208,48,FILL_NW,VOOFS,1,967
S210,263,201,26,CW_S,TOSSING,0,793
S210,264,203,2,NW_S_COMP,HAPPENANCE,1,920
S210,265,208,5,FILL_NW,BUTE,1,738
S210,266,205,8,NW_S_SIMP,OPPOSEMANT,0,1221
S210,267,202,35,CW_L,SHAPELY,1,736
S210,268,201,12,CW_S,RAIDER,0,1221
S210,269,204,12,NW_L_COMP,MUDLY,1,715
S210,270,204,13,NW_L_COMP,ADDMENT,1,807
S210,271,208,40,FILL_NW,PUCTS,1,833
S210,272,207,24,FILL_W,FIERCE,1,781
S210,273,201,24,CW_S,THRUSTER,0,1222
S210,274,202,33,CW_L,CLOUDLESS,0,1221
S210,275,202,20,CW_L,FAITHFUL,1,701
S210,276,202,10,CW_L,HUNTER,1,1096
S210,277,202,5,CW_L,SWIMMER,1,744
S210,278,207,15,FILL_W,STARVE,1,836
S210,279,201,35,CW_S,HUGELY,1,1184
S210,280,208,11,FILL_NW,DARM,1,1002
S210,281,204,16,NW_L_COMP,FLIPORY,0,1221
S210,282,203,25,NW_S_COMP,HUMIDOUS,0,1221
S210,283,207,25,FILL_W,EAT,1,847
S210,284,206,20,NW_L_SIMP,GROWILT,1,1066
S210,285,203,17,NW_S_COMP,PRINCEMENT,1,1195
S210,286,207,16,FILL_W,STEEP,0,1221
S210,287,207,31,FILL_W,FAINT,1,1004
S210,288,201,37,CW_S,LOCALLY,1,727
S210,289,202,6,CW_L,COMPOSER,0,1222
S210,290,204,11,NW_L_COMP,MOUTHIZE,1,1076
S210,291,205,25,NW_S_SIMP,ADVERTISELA,0,1221
S210,292,204,5,NW_L_COMP,SHEETER,1,1162
S210,293,207,8,FILL_W,BRISK,1,1171
S210,294,203,5,NW_S_COMP,BEERER,1,1181
S210,295,208,27,FILL_NW,HEEM,1,931
S210,296,202,49,CW_L,CREAMY,0,1221
S210,297,201,30,CW_S,EFFORTLESS,1,760
S210,298,208,24,FILL_NW,GIKE,1,918
S210,299,202,22,CW_L,FLEXIBLE,1,603
S210,300,206,8,NW_L_SIMP,BEANITH,0,1221
S211,1,202,33,CW_L,CLOUDLESS,0,1220
S211,2,204,12,NW_L_COMP,MUDLY,0,1220
S211,3,202,5,CW_L,SWIMMER,1,1136
S211,4,202,17,CW_L,STRIKER,1,1011
S211,5,207,4,FILL_W,BLUNT,1,789
S211,6,201,24,CW_S,THRUSTER,1,984
S211,7,202,12,CW_L,DREAMER,0,1220
S211,8,201,36,CW_S,COSTLY,0,1221
S211,9,201,34,CW_S,GUILTY,1,1016
S211,10,208,24,FILL_NW,GIKE,0,1221
S211,11,208,4,FILL_NW,BROUPS,1,941
S211,12,206,17,NW_L_SIMP,LONGNELS,0,1220
S211,13,208,14,FILL_NW,DELP,0,675
S211,14,206,10,NW_L_SIMP,ELBOWILM,1,905
S211,15,206,9,NW_L_SIMP,WIGITH,0,1219
S211,16,201,25,CW_S,ANGELIC,1,769
S211,17,206,1,NW_L_SIMP,PRAYANGE,0,1196
S211,18,208,6,FILL_NW,CINDS,1,742
S211,19,204,8,NW_L_COMP,INKISM,0,1220
S211,20,201,22,CW_S,PLANNER,1,689
S211,21,204,4,NW_L_COMP,RIPENCE,0,1221
S211,22,208,44,FILL_NW,TUEER,1,749
S211,23,201,12,CW_S,RAIDER,1,652
S211,24,203,2,NW_S_COMP,HAPPENANCE,0,1008
S211,25,208,5,FILL_NW,BUTE,1,687
S211,26,201,23,CW_S,TEACHER,1,544
S211,27,208,45,FILL_NW,ULNS,0,551
S211,28,206,23,NW_L_SIMP,VALIDEL,0,1221
S211,29,202,7,CW_L,BOMBER,1,663
S211,30,203,12,NW_S_COMP,DUMBITY,0,604
S211,31,202,46,CW_L,COLLECTOR,1,671
S211,32,203,14,NW_S_COMP,TREASONIZE,0,880
S211,33,201,45,CW_S,RICHNESS,1,730
S211,34,202,21,CW_L,DOUBTFUL,1,707
S211,35,203,7,NW_S_COMP,ALTARIC,1,1143
S211,36,202,30,CW_L,JUMPING,1,558
S211,37,202,48,CW_L,WEEDY,1,798
S211,38,208,31,FILL_NW,JADS,0,800
S211,39,204,20,NW_L_COMP,NORTHIZE,1,1132
S211,40,207,23,FILL_W,LITHE,1,880
S211,41,207,50,FILL_W,SMOKE,1,605
S211,42,208,7,FILL_NW,CORG,0,583
S211,43,205,17,NW_S_SIMP,TILTADY,1,1120
S211,44,203,10,NW_S_COMP,ELMIST,1,1197
S211,45,201,46,CW_S,STRANGENESS,1,647
S211,46,204,9,NW_L_COMP,ILLIST,0,1129
S211,47,204,1,NW_L_COMP,STIRANCE,0,1221
S211,48,201,4,CW_S,MAGICAL,1,681
S211,49,203,15,NW_S_COMP,TRUENESS,1,863
S211,50,203,23,NW_S_COMP,YANKORY,1,1091
S211,51,207,49,FILL_W,SUIT,1,577
S211,52,205,10,NW_S_SIMP,BASKODY,0,1220
S211,53,207,6,FILL_W,SLIM,1,623
S211,54,207,13,FILL_W,WRECK,1,604
S211,55,202,1,CW_L,PUNCHER,1,618
S211,56,204,5,NW_L_COMP,SHEETER,1,1093
S211,57,206,2,NW_L_SIMP,BOGADY,0,1117
S211,58,205,22,NW_S_SIMP,THRILLANGE,0,1070
S211,59,207,10,FILL_W,BRASS,1,989
S211,60,201,19,CW_S,DESIGN,1,598
S211,61,202,32,CW_L,BOOTLESS,1,600
S211,62,201,3,CW_S,NOTICEABLE,1,985
S211,63,202,50,CW_L,VERBAL,1,720
S211,64,208,18,FILL_NW,DULKS,1,996
S211,65,201,42,CW_S,MILDNESS,1,666
S211,66,205,15,NW_S_SIMP,SCHEMENELS,1,1179
S211,67,201,26,CW_S,TOSSING,0,1220
S211,68,207,38,FILL_W,COOK,1,500
S211,69,208,32,FILL_NW,KEMT,0,593
S211,70,207,30,FILL_W,FLOAT,1,599
S211,71,205,11,NW_S_SIMP,DIGODY,0,1220
S211,72,201,27,CW_S,TUTORING,1,801
S211,73,202,42,CW_L,DRYNESS,1,617
S211,74,208,43,FILL_NW,SOISE,1,992
S211,75,205,1,NW_S_SIMP,SOCKETEL,0,665
S211,76,207,25,FILL_W,EAT,1,1107
S211,77,208,38,FILL_NW,POLT,0,934
S211,78,206,22,NW_L_SIMP,CRITICANGE,0,1220
S211,79,206,16,NW_L_SIMP,SHOOTMANT,0,1220
S211,80,204,11,NW_L_COMP,MOUTHIZE,0,650
S211,81,202,27,CW_L,LAUGHING,1,599
S211,82,208,37,FILL_NW,PLAODS,1,738
S211,83,206,12,NW_L_SIMP,EARILT,1,947
S211,84,201,47,CW_S,MOSSY,1,631
S211,85,204,15,NW_L_COMP,FREENESS,0,1088
S211,86,203,22,NW_S_COMP,DEBTISH,0,1177
S211,87,204,10,NW_L_COMP,COLDITY,0,1220
S211,88,208,15,FILL_NW,DOADS,1,671
S211,89,207,31,FILL_W,FAINT,1,569
S211,90,205,24,NW_S_SIMP,FEVERIME,1,782
S211,91,201,41,CW_S,BOLDNESS,1,500
S211,92,201,11,CW_S,LENDER,1,626
S211,93,205,14,NW_S_SIMP,HELMETOES,1,1022
S211,94,202,38,CW_L,EXCITEMENT,1,530
S211,95,205,5,NW_S_SIMP,URNILT,0,895
S211,96,207,5,FILL_W,BLEAK,1,839
S211,97,207,44,FILL_W,OLD,1,562
S211,98,204,17,NW_L_COMP,FELLOWOUS,1,953
S211,99,207,9,FILL_W,LEAK,1,529
S211,100,202,9,CW_L,RENTER,1,619
S211,101,201,21,CW_S,BUYER,1,589
S211,102,205,12,NW_S_SIMP,WARNODY,1,826
S211,103,202,13,CW_L,PUSHER,1,525
S211,104,208,16,FILL_NW,DOWED,1,748
S211,105,203,3,NW_S_COMP,LIDARY,1,1189
S211,106,207,21,FILL_W,QUIT,1,527
S211,107,203,1,NW_S_COMP,MELTANCE,1,1011
S211,108,201,1,CW_S,DETECTABLE,1,1157
S211,109,202,8,CW_L,LOCKER,1,481
S211,110,202,34,CW_L,BONELESS,1,567
S211,111,203,24,NW_S_COMP,FIENDISM,1,900
S211,112,207,19,FILL_W,DRUNK,1,664
S211,113,207,37,FILL_W,SHIP,1,690
S211,114,202,18,CW_L,PAINTER,1,710
S211,115,207,35,FILL_W,LEGAL,1,599
S211,116,206,4,NW_L_SIMP,BEGENGE,1,1055
S211,117,201,39,CW_S,AMAZEMENT,1,1089
S211,118,201,8,CW_S,BEARDED,1,1117
S211,119,204,14,NW_L_COMP,PASSMENT,0,796
S211,120,207,24,FILL_W,FIERCE,0,1156
S211,121,205,18,NW_S_SIMP,MEDICALADY,0,1222
S211,122,203,16,NW_S_COMP,BRANCHER,0,594
S211,123,204,2,NW_L_COMP,TRIPARY,0,1222
S211,124,202,36,CW_L,QUIETLY,1,512
S211,125,208,47,FILL_NW,VOGS,0,794
S211,126,208,27,FILL_NW,HEEM,1,999
S211,127,204,18,NW_L_COMP,BOILOUS,1,1219
S211,128,203,13,NW_S_COMP,PILLIZE,1,1085
S211,129,204,3,NW_L_COMP,FLITENCE,0,1221
S211,130,208,3,FILL_NW,BLANTH,1,872
S211,131,206,19,NW_L_SIMP,SMOOTHFIL,1,1202
S211,132,201,40,CW_S,ENJOYMENT,1,919
S211,133,208,41,FILL_NW,SCURE,1,965
S211,134,203,18,NW_S_COMP,HEIGHTENCE,0,1221
S211,135,207,40,FILL_W,SOUGHT,1,728
S211,136,205,20,NW_S_SIMP,YIELDILT,1,982
S211,137,208,30,FILL_NW,HOITS,1,1008
S211,138,201,13,CW_S,JAILER,0,1126
S211,139,208,49,FILL_NW,VUNKS,0,1220
S211,140,202,47,CW_L,PROFESSOR,0,1220
S211,141,202,49,CW_L,CREAMY,1,642
S211,142,203,8,NW_S_COMP,ANTISM,1,1092
S211,143,207,8,FILL_W,BRISK,1,619
S211,144,202,2,CW_L,BARKER,1,643
S211,145,208,29,FILL_NW,HESK,0,830
S211,146,202,3,CW_L,SPELLER,1,745
S211,147,207,28,FILL_W,GOLF,1,708
S211,148,202,45,CW_L,EDITOR,1,720
S211,149,201,15,CW_S,CAMPAIGNER,0,1221
S211,150,201,18,CW_S,LISTENER,1,561
S211,151,208,25,FILL_NW,GILN,1,835
S211,152,207,22,FILL_W,SPLICE,1,894
S211,153,207,29,FILL_W,BAKE,1,524
S211,154,205,16,NW_S_SIMP,ACREMANT,0,1222
S211,155,207,43,FILL_W,SOFT,1,572
S211,156,201,28,CW_S,PEAKING,1,582
S211,157,207,42,FILL_W,BOX,1,443
S211,158,203,17,NW_S_COMP,PRINCEMENT,0,687
S211,159,202,29,CW_L,STYLISH,1,842
S211,160,207,18,FILL_W,CEASE,1,708
S211,161,203,11,NW_S_COMP,CURTITY,1,1101
S211,162,206,6,NW_L_SIMP,TAXFIL,1,913
S211,163,208,40,FILL_NW,PUCTS,1,757
S211,164,202,6,CW_L,COMPOSER,1,660
S211,165,203,9,NW_S_COMP,ARIDISM,1,1150
S211,166,202,16,CW_L,HEATER,1,568
S211,167,206,13,NW_L_SIMP,POORIDY,0,1221
S211,168,207,45,FILL_W,TAX,1,542
S211,169,201,38,CW_S,AMUSEMENT,1,589
S211,170,201,33,CW_S,NEATLY,1,946
S211,171,208,9,FILL_NW,BUWL,1,751
S211,172,208,50,FILL_NW,BORMS,0,1221
S211,173,207,39,FILL_W,LIFT,1,600
S211,174,201,32,CW_S,DENSELY,1,952
S211,175,206,8,NW_L_SIMP,BEANITH,1,1045
S211,176,206,24,NW_L_SIMP,BLOODEL,1,1140
S211,177,205,7,NW_S_SIMP,JAWLA,1,1180
S211,178,201,29,CW_S,HARMLESS,1,645
S211,179,201,44,CW_S,AWARENESS,1,607
S211,180,206,20,NW_L_SIMP,GROWILT,1,1156
S211,181,207,20,FILL_W,CRUNCH,1,510
S211,182,207,2,FILL_W,WEIRD,1,570
S211,183,205,8,NW_S_SIMP,OPPOSEMANT,0,1221
S211,184,205,9,NW_S_SIMP,NEXTNELS,1,916
S211,185,207,7,FILL_W,PREACH,1,820
S211,186,203,4,NW_S_COMP,FIGER,1,817
S211,187,208,17,FILL_NW,DROES,1,832
S211,188,202,25,CW_L,PARKING,1,586
S211,189,208,13,FILL_NW,DASP,1,730
S211,190,202,4,CW_L,KNOCKER,1,588
S211,191,201,17,CW_S,SINGER,1,636
S211,192,207,16,FILL_W,STEEP,1,594
S211,193,201,9,CW_S,INSISTENT,1,635
S211,194,208,19,FILL_NW,FALONS,0,646
S211,195,202,15,CW_L,CLEANER,1,580
S211,196,206,15,NW_L_SIMP,TOWERLA,1,806
S211,197,202,40,CW_L,BLINDNESS,1,801
S211,198,207,48,FILL_W,TREAT,1,474
S211,199,207,33,FILL_W,IRON,1,535
S211,200,202,26,CW_L,GUARDING,1,758
S211,201,201,7,CW_S,WIDOWED,1,615
S211,202,204,25,NW_L_COMP,PITCHORY,1,898
S211,203,208,35,FILL_NW,PHEEKS,1,696
S211,204,208,28,FILL_NW,HEND,0,611
S211,205,201,5,CW_S,ALLOWANCE,1,624
S211,206,203,19,NW_S_COMP,ADOPTISH,1,836
S211,207,208,46,FILL_NW,VELT,0,686
S211,208,204,24,NW_L_COMP,AGREELY,0,620
S211,209,202,31,CW_L,GUILELESS,1,745
S211,210,208,39,FILL_NW,PORDS,0,1221
S211,211,208,8,FILL_NW,BLAYS,1,719
S211,212,201,2,CW_S,AVOIDABLE,1,738
S211,213,202,24,CW_L,COOLING,1,631
S211,214,207,41,FILL_W,PACK,1,517
S211,215,206,5,NW_L_SIMP,PICKENGE,0,1221
S211,216,203,20,NW_S_COMP,EJECTENCE,0,930
S211,217,208,23,FILL_NW,GAIRS,0,1222
S211,218,208,26,FILL_NW,HEAS,1,679
S211,219,202,39,CW_L,DEAFNESS,1,827
S211,220,207,17,FILL_W,FOLLOW,1,566
S211,221,207,15,FILL_W,STARVE,1,648
S211,222,206,11,NW_L_SIMP,WITCHITH,1,964
S211,223,201,20,CW_S,ATTACKER,1,574
S211,224,203,21,NW_S_COMP,WELDIC,1,995
S211,225,201,16,CW_S,SEEKER,1,529
S211,226,204,21,NW_L_COMP,EMPLOYNESS,1,986
S211,227,208,10,FILL_NW,DARF,1,932
S211,228,204,23,NW_L_COMP,BREAKITY,1,873
S211,229,208,34,FILL_NW,LOLDS,1,705
S211,230,205,23,NW_S_SIMP,NULLITH,1,858
S211,231,208,36,FILL_NW,PIFTH,1,777
S211,232,201,37,CW_S,LOCALLY,1,627
S211,233,205,3,NW_S_SIMP,HEIRIG,1,799
S211,234,208,22,FILL_NW,FROT,1,1097
S211,235,208,48,FILL_NW,VOOFS,0,1221
S211,236,201,49,CW_S,BOSSY,1,648
S211,237,207,32,FILL_W,FLESH,1,950
S211,238,205,6,NW_S_SIMP,RAMPIME,1,965
S211,239,204,7,NW_L_COMP,ANGELISH,0,1082
S211,240,208,42,FILL_NW,SMADE,0,1220
S211,241,202,22,CW_L,FLEXIBLE,1,540
S211,242,206,3,NW_L_SIMP,BANDADY,1,1066
S211,243,205,2,NW_S_SIMP,GUMFIL,1,858
S211,244,204,13,NW_L_COMP,ADDMENT,0,1222
S211,245,205,21,NW_S_SIMP,WINKIDY,1,900
S211,246,201,30,CW_S,EFFORTLESS,1,1097
S211,247,208,12,FILL_NW,DASK,1,783
S211,248,206,25,NW_L_SIMP,BEARILT,0,1221
S211,249,207,46,FILL_W,SAVE,1,604
S211,250,205,13,NW_S_SIMP,BOLTOES,1,922
S211,251,201,10,CW_S,TOASTER,1,511
S211,252,201,14,CW_S,DESTROYER,1,1198
S211,253,204,6,NW_L_COMP,GASFUL,0,1221
S211,254,202,37,CW_L,WRONGLY,1,588
S211,255,202,43,CW_L,SAILOR,1,598
S211,256,202,19,CW_L,SHAMEFUL,1,603
S211,257,202,28,CW_L,DAMPISH,1,518
S211,258,207,26,FILL_W,MOURN,1,819
S211,259,203,25,NW_S_COMP,HUMIDOUS,1,1096
S211,260,206,18,NW_L_SIMP,CLASSOES,1,836
S211,261,207,34,FILL_W,TASTE,1,569
S211,262,208,1,FILL_NW,BAFED,0,1222
S211,263,207,12,FILL_W,WEAVE,1,789
S211,264,207,36,FILL_W,SICK,0,1222
S211,265,208,21,FILL_NW,FROES,0,516
S211,266,207,3,FILL_W,BALD,1,613
S211,267,208,2,FILL_NW,BALFS,1,811
S211,268,204,16,NW_L_COMP,FLIPORY,1,867
S211,269,202,20,CW_L,FAITHFUL,1,539
S211,270,201,50,CW_S,RISKY,1,568
S211,271,201,48,CW_S,CHILLY,1,499
S211,272,205,19,NW_S_SIMP,ZOOMFIL,1,933
S211,273,204,22,NW_L_COMP,BINDIC,1,850
S211,274,207,11,FILL_W,CHIP,1,582
S211,275,207,27,FILL_W,STALK,1,992
S211,276,207,14,FILL_W,GLOOM,1,623
S211,277,205,25,NW_S_SIMP,ADVERTISELA,1,1087
S211,278,205,4,NW_S_SIMP,AIDIG,1,718
S211,279,203,5,NW_S_COMP,BEERER,1,1160
S211,280,206,14,NW_L_SIMP,NUTLA,1,989
S211,281,208,11,FILL_NW,DARM,0,697
S211,282,203,6,NW_S_COMP,FANFUL,0,1139
S211,283,202,11,CW_L,DANCER,1,571
S211,284,201,31,CW_S,GRIMLY,1,666
S211,285,202,14,CW_L,FEEDER,1,583
S211,286,208,33,FILL_NW,KRAISE,1,757
S211,287,202,35,CW_L,SHAPELY,1,654
S211,288,201,43,CW_S,DULLNESS,1,970
S211,289,206,21,NW_L_SIMP,DRESSODY,1,805
S211,290,208,20,FILL_NW,TREMP,0,1221
S211,291,202,41,CW_L,MADNESS,1,523
S211,292,202,44,CW_L,CONDUCTOR,1,676
S211,293,207,1,FILL_W,FLIRT,1,683
S211,294,204,19,NW_L_COMP,KINGISM,1,974
S211,295,202,23,CW_L,KICKING,1,489
S211,296,206,7,NW_L_SIMP,HABITIG,0,621
S211,297,201,6,CW_S,DIETARY,1,973
S211,298,201,35,CW_S,HUGELY,1,927
S211,299,207,47,FILL_W,TEST,1,552
S211,300,202,10,CW_L,HUNTER,1,590
S212,1,206,9,NW_L_SIMP,WIGITH,0,1220
S212,2,202,18,CW_L,PAINTER,1,1100
S212,3,202,7,CW_L,BOMBER,1,624
S212,4,207,43,FILL_W,SOFT,1,595
S212,5,202,43,CW_L,SAILOR,1,581
S212,6,207,46,FILL_W,SAVE,1,523
S212,7,207,36,FILL_W,SICK,1,518
S212,8,201,40,CW_S,ENJOYMENT,1,533
S212,9,202,12,CW_L,DREAMER,1,692
S212,10,207,12,FILL_W,WEAVE,1,885
S212,11,201,15,CW_S,CAMPAIGNER,0,1220
S212,12,204,17,NW_L_COMP,FELLOWOUS,1,1040
S212,13,203,18,NW_S_COMP,HEIGHTENCE,1,1018
S212,14,203,10,NW_S_COMP,ELMIST,0,1220
S212,15,208,23,FILL_NW,GAIRS,1,720
S212,16,204,13,NW_L_COMP,ADDMENT,0,928
S212,17,208,3,FILL_NW,BLANTH,1,1129
S212,18,207,37,FILL_W,SHIP,1,612
S212,19,204,18,NW_L_COMP,BOILOUS,0,519
S212,20,203,15,NW_S_COMP,TRUENESS,0,1220
S212,21,207,44,FILL_W,OLD,1,533
S212,22,208,42,FILL_NW,SMADE,0,950
S212,23,202,23,CW_L,KICKING,1,772
S212,24,207,22,FILL_W,SPLICE,0,1221
S212,25,207,39,FILL_W,LIFT,1,544
S212,26,208,46,FILL_NW,VELT,0,1220
S212,27,201,45,CW_S,RICHNESS,1,694
S212,28,206,15,NW_L_SIMP,TOWERLA,0,1220
S212,29,202,11,CW_L,DANCER,1,723
S212,30,206,6,NW_L_SIMP,TAXFIL,0,746
S212,31,207,14,FILL_W,GLOOM,1,562
S212,32,205,5,NW_S_SIMP,URNILT,0,896
S212,33,201,33,CW_S,NEATLY,1,834
S212,34,208,47,FILL_NW,VOGS,1,759
S212,35,202,26,CW_L,GUARDING,1,667
S212,36,208,50,FILL_NW,BORMS,1,1134
S212,37,206,13,NW_L_SIMP,POORIDY,0,1221
S212,38,207,6,FILL_W,SLIM,1,675
S212,39,202,44,CW_L,CONDUCTOR,0,1221
S212,40,204,16,NW_L_COMP,FLIPORY,1,855
S212,41,202,46,CW_L,COLLECTOR,1,684
S212,42,202,17,CW_L,STRIKER,1,894
S212,43,206,7,NW_L_SIMP,HABITIG,1,963
S212,44,208,2,FILL_NW,BALFS,1,680
S212,45,207,25,FILL_W,EAT,1,668
S212,46,208,31,FILL_NW,JADS,1,858
S212,47,206,21,NW_L_SIMP,DRESSODY,1,877
S212,48,204,22,NW_L_COMP,BINDIC,0,1220
S212,49,205,7,NW_S_SIMP,JAWLA,1,877
S212,50,201,49,CW_S,BOSSY,1,655
S212,51,207,10,FILL_W,BRASS,1,693
S212,52,203,21,NW_S_COMP,WELDIC,1,844
S212,53,204,5,NW_L_COMP,SHEETER,1,695
S212,54,201,19,CW_S,DESIGN,1,704
S212,55,204,3,NW_L_COMP,FLITENCE,1,701
S212,56,208,19,FILL_NW,FALONS,0,1194
S212,57,208,14,FILL_NW,DELP,1,747
S212,58,203,3,NW_S_COMP,LIDARY,1,897
S212,59,205,10,NW_S_SIMP,BASKODY,1,770
S212,60,201,4,CW_S,MAGICAL,1,569
S212,61,201,42,CW_S,MILDNESS,1,676
S212,62,202,8,CW_L,LOCKER,1,542
S212,63,208,7,FILL_NW,CORG,0,495
S212,64,201,21,CW_S,BUYER,1,615
S212,65,202,10,CW_L,HUNTER,1,583
S212,66,206,22,NW_L_SIMP,CRITICANGE,1,983
S212,67,204,10,NW_L_COMP,COLDITY,1,675
S212,68,204,20,NW_L_COMP,NORTHIZE,1,639
S212,69,201,37,CW_S,LOCALLY,1,640
S212,70,207,48,FILL_W,TREAT,1,663
S212,71,205,20,NW_S_SIMP,YIELDILT,0,686
S212,72,201,9,CW_S,INSISTENT,1,698
S212,73,202,34,CW_L,BONELESS,1,582
S212,74,202,30,CW_L,JUMPING,1,571
S212,75,205,8,NW_S_SIMP,OPPOSEMANT,0,1221
S212,76,202,3,CW_L,SPELLER,1,1187
S212,77,205,1,NW_S_SIMP,SOCKETEL,0,1222
S212,78,207,4,FILL_W,BLUNT,1,747
S212,79,206,18,NW_L_SIMP,CLASSOES,1,1194
S212,80,203,9,NW_S_COMP,ARIDISM,1,915
S212,81,207,31,FILL_W,FAINT,1,557
S212,82,202,16,CW_L,HEATER,1,783
S212,83,201,31,CW_S,GRIMLY,0,546
S212,84,207,1,FILL_W,FLIRT,1,844
S212,85,203,13,NW_S_COMP,PILLIZE,1,759
S212,86,201,29,CW_S,HARMLESS,1,605
S212,87,202,15,CW_L,CLEANER,1,660
S212,88,202,33,CW_L,CLOUDLESS,1,593
S212,89,204,21,NW_L_COMP,EMPLOYNESS,0,1221
S212,90,208,32,FILL_NW,KEMT,1,834
S212,91,205,22,NW_S_SIMP,THRILLANGE,0,1053
S212,92,201,20,CW_S,ATTACKER,1,738
S212,93,206,24,NW_L_SIMP,BLOODEL,0,1221
S212,94,206,10,NW_L_SIMP,ELBOWILM,1,709
S212,95,201,36,CW_S,COSTLY,1,952
S212,96,202,24,CW_L,COOLING,1,692
S212,97,208,17,FILL_NW,DROES,1,956
S212,98,203,5,NW_S_COMP,BEERER,1,755
S212,99,208,41,FILL_NW,SCURE,1,768
S212,100,202,41,CW_L,MADNESS,1,708
S212,101,202,19,CW_L,SHAMEFUL,1,840
S212,102,203,20,NW_S_COMP,EJECTENCE,0,1221
S212,103,208,1,FILL_NW,BAFED,0,1220
S212,104,208,45,FILL_NW,ULNS,1,810
S212,105,202,9,CW_L,RENTER,1,1014
S212,106,202,40,CW_L,BLINDNESS,1,1220
S212,107,208,48,FILL_NW,VOOFS,1,816
S212,108,201,44,CW_S,AWARENESS,1,1110
S212,109,204,14,NW_L_COMP,PASSMENT,1,978
S212,110,204,6,NW_L_COMP,GASFUL,1,808
S212,111,206,11,NW_L_SIMP,WITCHITH,1,1153
S212,112,201,48,CW_S,CHILLY,1,1058
S212,113,206,1,NW_L_SIMP,PRAYANGE,1,870
S212,114,208,13,FILL_NW,DASP,0,1221
S212,115,208,30,FILL_NW,HOITS,0,1221
S212,116,202,4,CW_L,KNOCKER,1,829
S212,117,204,12,NW_L_COMP,MUDLY,1,612
S212,118,208,25,FILL_NW,GILN,1,725
S212,119,207,27,FILL_W,STALK,1,659
S212,120,201,5,CW_S,ALLOWANCE,1,721
S212,121,201,23,CW_S,TEACHER,1,606
S212,122,207,15,FILL_W,STARVE,1,550
S212,123,207,50,FILL_W,SMOKE,1,624
S212,124,207,7,FILL_W,PREACH,1,211
S212,125,201,10,CW_S,TOASTER,1,469
S212,126,202,25,CW_L,PARKING,1,301
S212,127,206,14,NW_L_SIMP,NUTLA,0,419
S212,128,208,43,FILL_NW,SOISE,1,710
S212,129,201,22,CW_S,PLANNER,1,670
