Marker,ConditionCode,TimeMS,Size,ChanNum,RT,PrevCondition1,PrevCondition2,SubjID
Mk66,220,171305,1,0,539,204, 17,S111
Mk69,221,172911,1,0,540,204,  3,S111
Mk72,220,174408,1,0,550,204, 23,S111
Mk75,220,176708,1,0,562,203, 12,S111
Mk78,220,178285,1,0,539,202, 17,S111
Mk81,220,179868,1,0,543,206,  6,S111
Mk84,220,182241,1,0,561,202,  8,S111
Mk87,220,183848,1,0,539,206, 18,S111
Mk90,221,185424,1,0,540,207,  4,S111
Mk93,220,187656,1,0,539,208, 10,S111
Mk96,221,189260,1,0,538,204, 31,S111
Mk99,220,190824,1,0,539,204, 18,S111
Mk102,220,193155,1,0,549,207, 24,S111
Mk105,220,194675,1,0,548,208,  7,S111
Mk108,220,196143,1,0,541,204,  8,S111
Mk111,220,198424,1,0,543,201, 20,S111
Mk114,220,199954,1,0,543,201, 28,S111
Mk117,221,201506,1,0,553,201, 42,S111
Mk120,220,203747,1,0,544,207, 24,S111
Mk123,220,205235,1,0,541,204, 27,S111
Mk126,220,206796,1,0,539,207, 11,S111
Mk129,220,209196,1,0,538,201, 17,S111
Mk132,220,210764,1,0,552,203, 48,S111
Mk135,220,212225,1,0,538,208, 10,S111
Mk138,220,214594,1,0,544,203,  3,S111
Mk141,220,216067,1,0,538,202, 19,S111
Mk144,220,217706,1,0,560,201, 24,S111
Mk147,220,220009,1,0,546,203, 38,S111
Mk150,220,221512,1,0,557,203,  5,S111
Mk153,220,222990,1,0,548,208,  6,S111
Mk156,220,225367,1,0,537,201, 24,S111
Mk159,220,226909,1,0,541,202, 36,S111
Mk162,220,228470,1,0,540,207, 29,S111
Mk165,220,230794,1,0,547,207, 34,S111
Mk168,220,232381,1,0,559,203, 36,S111
Mk171,220,233858,1,0,540,201,  1,S111
Mk174,220,236170,1,0,539,202, 21,S111
Mk177,221,237696,1,0,540,202, 49,S111
Mk180,220,239299,1,0,547,202, 28,S111
Mk183,221,241571,1,0,540,208, 22,S111
Mk186,220,243138,1,0,548,208, 19,S111
Mk189,220,244628,1,0,551,206, 23,S111
Mk192,220,246909,1,0,539,204, 10,S111
Mk195,220,248418,1,0,544,206, 16,S111
Mk198,220,249904,1,0,542,206, 20,S111
Mk201,220,252171,1,0,539,202, 25,S111
Mk204,220,253764,1,0,540,202, 30,S111
Mk207,220,255313,1,0,551,204, 45,S111
Mk210,220,257672,1,0,560,201,  5,S111
Mk213,221,259228,1,0,541,205, 10,S111
Mk216,220,260855,1,0,538,207,  4,S111
Mk219,220,263161,1,0,548,201, 50,S111
Mk222,220,264781,1,0,547,208, 19,S111
Mk225,220,266361,1,0,540,207, 18,S111
Mk228,220,271946,1,0,549,201, 19,S111
Mk231,220,273566,1,0,539,206, 12,S111
Mk234,220,275135,1,0,542,204,  7,S111
Mk237,220,277478,1,0,551,202,  4,S111
Mk240,220,279102,1,0,550,201, 15,S111
Mk243,220,280676,1,0,541,208,  7,S111
Mk246,220,282943,1,0,541,207, 39,S111
Mk249,220,284524,1,0,542,205,  8,S111
Mk252,220,286024,1,0,559,205,  7,S111
Mk255,220,288366,1,0,538,202, 11,S111
Mk258,220,289956,1,0,541,201, 20,S111
Mk261,220,291455,1,0,540,207, 16,S111
Mk264,220,293840,1,0,541,204,  1,S111
Mk267,221,295456,1,0,548,208, 10,S111
Mk270,220,296943,1,0,544,204, 11,S111
Mk273,220,299244,1,0,540,201, 17,S111
Mk276,220,300798,1,0,540,205, 50,S111
Mk279,220,302394,1,0,540,207, 10,S111
Mk282,220,304737,1,0,549,202, 42,S111
Mk285,220,306305,1,0,542,202, 41,S111
Mk288,220,307953,1,0,548,202, 37,S111
Mk291,220,310310,1,0,551,202, 10,S111
Mk294,221,311878,1,0,552,208, 16,S111
Mk297,220,313473,1,0,543,202, 12,S111
Mk300,220,315829,1,0,561,203, 44,S111
Mk303,220,317410,1,0,550,207, 15,S111
Mk306,220,318903,1,0,544,208, 49,S111
Mk309,220,321254,1,0,552,208, 47,S111
Mk312,220,322758,1,0,543,204,  6,S111
Mk315,220,324246,1,0,540,206, 25,S111
Mk318,220,326537,1,0,543,201, 21,S111
Mk321,220,328093,1,0,553,208, 13,S111
Mk324,220,329626,1,0,540,201, 37,S111
Mk327,220,331894,1,0,541,206, 18,S111
Mk330,220,333424,1,0,542,206,  1,S111
Mk333,220,335020,1,0,558,202,  9,S111
Mk336,220,337421,1,0,559,206, 40,S111
Mk339,220,339020,1,0,541,208, 14,S111
Mk342,220,340629,1,0,558,203, 28,S111
Mk345,221,342933,1,0,541,201, 18,S111
Mk348,221,344451,1,0,539,206, 47,S111
Mk351,220,346004,1,0,550,204, 17,S111
Mk354,220,348322,1,0,538,207, 19,S111
Mk357,220,349925,1,0,549,205, 25,S111
Mk360,221,351448,1,0,551,207, 19,S111
Mk363,220,353810,1,0,555,202,  9,S111
Mk366,221,355282,1,0,539,201, 32,S111
Mk369,220,356823,1,0,543,201, 49,S111
Mk372,220,359090,1,0,538,201, 15,S111
Mk375,220,360624,1,0,539,202, 20,S111
Mk378,220,362221,1,0,548,207, 25,S111
Mk381,220,364520,1,0,552,208, 41,S111
Mk384,220,366160,1,0,550,204, 50,S111
Mk387,221,367744,1,0,542,208,  8,S111
Mk390,220,370047,1,0,540,205, 10,S111
Mk393,220,371567,1,0,544,208,  1,S111
Mk396,220,373145,1,0,542,201, 13,S111
Mk399,220,375520,1,0,567,202, 23,S111
Mk402,220,377015,1,0,541,207, 46,S111
Mk405,221,378560,1,0,540,207, 31,S111
Mk408,220,380898,1,0,544,202, 20,S111
Mk411,220,382407,1,0,541,206, 50,S111
Mk414,220,383899,1,0,541,201, 16,S111
Mk417,221,386166,1,0,541,206, 40,S111
Mk420,220,387709,1,0,542,207, 19,S111
Mk423,220,389302,1,0,548,205, 14,S111
Mk426,220,391586,1,0,540,208, 22,S111
Mk429,220,393107,1,0,544,208,  9,S111
Mk432,220,394682,1,0,548,205, 21,S111
Mk435,220,396937,1,0,553,206,  2,S111
Mk438,220,398539,1,0,542,201, 18,S111
Mk441,220,400100,1,0,540,202,  6,S111
Mk444,220,402425,1,0,540,201, 11,S111
Mk447,220,404078,1,0,555,202,  2,S111
Mk450,220,405608,1,0,539,202, 43,S111
Mk453,220,409669,1,0,542,207, 47,S111
Mk456,220,411142,1,0,548,207, 44,S111
Mk459,220,412735,1,0,549,203, 21,S111
Mk462,220,415041,1,0,539,202, 22,S111
Mk465,220,416597,1,0,544,205,  1,S111
Mk468,220,418128,1,0,542,201, 13,S111
Mk471,221,420431,1,0,540,202, 34,S111
Mk474,220,422018,1,0,539,204, 26,S111
Mk477,221,423635,1,0,540,202,  7,S111
Mk480,220,425944,1,0,544,201, 31,S111
Mk483,220,427444,1,0,540,202, 41,S111
Mk486,220,428936,1,0,540,207, 38,S111
Mk489,220,431207,1,0,545,203, 13,S111
Mk492,220,432750,1,0,549,205,  3,S111
Mk495,220,434336,1,0,540,207, 16,S111
Mk498,220,436615,1,0,548,203, 45,S111
Mk501,220,438190,1,0,539,201, 20,S111
Mk504,220,439795,1,0,540,207, 39,S111
Mk507,221,442055,1,0,541,206, 40,S111
Mk510,220,443603,1,0,539,208,  6,S111
Mk513,220,445148,1,0,551,201, 22,S111
Mk516,220,447440,1,0,538,202, 31,S111
Mk519,220,449021,1,0,540,208, 42,S111
Mk522,220,450588,1,0,540,201, 43,S111
Mk525,220,452922,1,0,540,202, 11,S111
Mk528,220,454414,1,0,541,206, 39,S111
Mk531,220,455975,1,0,539,205,  2,S111
Mk534,220,458313,1,0,539,206, 14,S111
Mk537,220,459880,1,0,539,203, 13,S111
Mk540,220,461439,1,0,540,201, 25,S111
Mk543,220,463759,1,0,543,205, 43,S111
Mk546,220,465346,1,0,555,201, 21,S111
Mk549,220,466848,1,0,540,201, 37,S111
Mk552,220,469203,1,0,541,208, 14,S111
Mk555,221,470705,1,0,542,205, 42,S111
Mk558,220,472288,1,0,555,203,  5,S111
Mk561,220,474528,1,0,544,202, 23,S111
Mk564,220,476043,1,0,543,208, 13,S111
Mk567,220,477602,1,0,543,206, 14,S111
Mk570,220,479960,1,0,538,204, 11,S111
Mk573,221,481459,1,0,541,202,  2,S111
Mk576,220,483001,1,0,550,205, 48,S111
Mk579,220,485269,1,0,539,201,  8,S111
Mk582,220,486891,1,0,552,205, 45,S111
Mk585,220,488494,1,0,542,207,  3,S111
Mk588,220,490789,1,0,550,206, 35,S111
Mk591,220,492350,1,0,540,208,  3,S111
Mk594,220,493968,1,0,566,207, 15,S111
Mk597,220,496365,1,0,558,207, 33,S111
Mk600,220,497888,1,0,552,207, 43,S111
Mk603,221,499412,1,0,538,207, 29,S111
Mk606,221,501799,1,0,542,205, 23,S111
Mk609,220,503378,1,0,533,208,  9,S111
Mk612,220,504888,1,0,543,207, 40,S111
Mk615,220,507244,1,0,540,207,  2,S111
Mk618,220,508765,1,0,540,206, 48,S111
Mk621,220,510305,1,0,539,207, 22,S111
Mk624,220,512597,1,0,543,201, 28,S111
Mk627,221,514183,1,0,541,205, 33,S111
Mk630,220,515665,1,0,540,207, 23,S111
Mk633,220,517909,1,0,542,204, 46,S111
Mk636,220,519472,1,0,559,208,  9,S111
Mk639,220,520999,1,0,544,208, 34,S111
Mk642,220,523269,1,0,539,207, 36,S111
Mk645,220,524744,1,0,551,203,  5,S111
Mk648,220,526328,1,0,539,202,  7,S111
Mk651,220,528724,1,0,543,205,  3,S111
Mk654,220,530269,1,0,551,203, 17,S111
Mk657,220,531813,1,0,545,208, 11,S111
Mk660,220,534201,1,0,540,202, 46,S111
Mk663,220,535797,1,0,553,207,  9,S111
Mk666,220,537425,1,0,540,206, 18,S111
Mk669,220,539735,1,0,541,207, 12,S111
Mk672,220,541309,1,0,540,204, 37,S111
Mk675,220,542871,1,0,539,208, 14,S111
Mk678,220,546489,1,0,540,203, 38,S111
Mk681,220,548089,1,0,540,207,  9,S111
Mk684,220,549605,1,0,539,205,  4,S111
Mk687,220,551926,1,0,564,208, 20,S111
Mk690,220,553451,1,0,547,208, 32,S111
Mk693,220,554919,1,0,540,207, 44,S111
Mk696,220,557187,1,0,554,201, 38,S111
Mk699,220,558662,1,0,545,202, 25,S111
Mk702,220,560204,1,0,558,202,  4,S111
Mk705,220,562590,1,0,539,206, 36,S111
Mk708,220,564183,1,0,545,203,  5,S111
Mk711,220,565797,1,0,559,208, 21,S111
Mk714,220,568188,1,0,541,201, 45,S111
Mk717,220,569705,1,0,541,203, 26,S111
Mk720,220,571225,1,0,557,203, 12,S111
Mk723,220,573469,1,0,538,201,  8,S111
Mk726,220,575092,1,0,540,203,  5,S111
Mk729,220,576569,1,0,542,208, 13,S111
Mk732,220,578879,1,0,548,208, 16,S111
Mk735,220,580416,1,0,559,208, 41,S111
Mk738,220,581893,1,0,553,204, 49,S111
Mk741,220,584196,1,0,539,204, 21,S111
Mk744,220,585786,1,0,550,207, 22,S111
Mk747,220,587280,1,0,544,202, 15,S111
Mk750,220,589584,1,0,539,202,  7,S111
Mk753,221,591181,1,0,540,204,  8,S111
Mk756,220,592701,1,0,539,201,  6,S111
Mk759,220,595032,1,0,541,208,  3,S111
Mk762,220,596642,1,0,542,208, 17,S111
Mk765,220,598147,1,0,538,208,  4,S111
Mk768,221,600535,1,0,555,205,  2,S111
Mk771,220,602104,1,0,541,202, 25,S111
Mk774,220,603648,1,0,543,202, 14,S111
Mk777,220,605912,1,0,545,205, 17,S111
Mk780,220,607503,1,0,544,201, 15,S111
Mk783,220,608990,1,0,539,208, 27,S111
Mk786,220,611366,1,0,552,207,  7,S111
Mk789,220,612967,1,0,561,204, 11,S111
Mk792,221,614524,1,0,543,206, 13,S111
Mk795,220,616862,1,0,543,207, 23,S111
Mk798,220,618409,1,0,540,201, 12,S111
Mk801,220,619941,1,0,560,208, 22,S111
Mk804,220,622258,1,0,560,208, 48,S111
Mk807,220,623784,1,0,540,208, 25,S111
Mk810,220,625276,1,0,544,201, 29,S111
Mk813,220,627636,1,0,554,203,  8,S111
Mk816,220,629180,1,0,539,202, 16,S111
Mk819,220,630751,1,0,548,201, 21,S111
Mk822,220,633022,1,0,540,202, 29,S111
Mk825,220,634593,1,0,544,206,  5,S111
Mk828,220,636098,1,0,540,203, 15,S111
Mk831,220,638422,1,0,551,202,  4,S111
Mk834,220,640008,1,0,541,207, 33,S111
Mk837,220,641588,1,0,542,201,  3,S111
Mk840,221,643871,1,0,554,207, 44,S111
Mk843,220,645381,1,0,564,208, 22,S111
Mk846,220,646979,1,0,549,201, 26,S111
Mk849,220,649270,1,0,540,204,  4,S111
Mk852,220,650770,1,0,540,207, 15,S111
Mk855,220,652293,1,0,542,201, 26,S111
Mk858,220,654621,1,0,553,208, 46,S111
Mk861,220,656179,1,0,540,205, 27,S111
Mk864,220,657792,1,0,553,202,  6,S111
Mk867,220,660123,1,0,542,206, 35,S111
Mk870,221,661730,1,0,541,202, 24,S111
Mk873,220,663342,1,0,560,208,  2,S111
Mk876,220,665697,1,0,540,203, 20,S111
Mk879,221,667277,1,0,554,207, 24,S111
Mk882,220,668872,1,0,540,207, 16,S111
Mk885,220,671139,1,0,540,208, 47,S111
Mk888,221,672667,1,0,559,205, 35,S111
Mk891,220,674231,1,0,540,208, 18,S111
Mk894,220,676503,1,0,549,201, 30,S111
Mk897,220,678052,1,0,540,208,  9,S111
Mk900,220,679637,1,0,554,202, 33,S111
Mk3,221,8472,1,0,555,206,,S112
Mk6,221,10114,1,0,539,207,  4,S112
Mk9,220,11709,1,0,555,207, 22,S112
Mk12,220,14043,1,0,551,207, 24,S112
Mk15,220,15655,1,0,550,201, 17,S112
Mk18,220,17309,1,0,550,202, 10,S112
Mk21,220,19659,1,0,541,207, 23,S112
Mk24,220,21327,1,0,559,208, 25,S112
Mk27,220,22942,1,0,541,201,  3,S112
Mk30,220,25335,1,0,546,202, 49,S112
Mk33,220,26954,1,0,548,204,  6,S112
Mk36,220,28448,1,0,542,203,  6,S112
Mk39,220,30792,1,0,548,203,  3,S112
Mk42,220,32293,1,0,549,201, 10,S112
Mk45,220,33878,1,0,538,207, 14,S112
Mk48,220,36255,1,0,548,208,  8,S112
Mk51,220,37825,1,0,564,207, 11,S112
Mk54,220,39374,1,0,546,202, 50,S112
Mk57,220,41738,1,0,547,207, 10,S112
Mk60,220,43326,1,0,564,204, 29,S112
Mk63,220,44883,1,0,550,206,  1,S112
Mk66,220,47176,1,0,551,201, 20,S112
Mk69,220,48690,1,0,540,208, 18,S112
Mk72,220,50210,1,0,556,202, 42,S112
Mk75,220,52550,1,0,546,201,  7,S112
Mk78,221,54239,1,0,551,201, 46,S112
Mk81,220,55850,1,0,545,204, 32,S112
Mk84,220,58258,1,0,570,202, 22,S112
Mk87,221,59857,1,0,552,202, 38,S112
Mk90,220,61447,1,0,542,201,  2,S112
Mk93,220,63811,1,0,551,208, 33,S112
Mk96,220,65454,1,0,544,205, 46,S112
Mk99,220,67064,1,0,550,208,  4,S112
Mk102,220,69428,1,0,539,207,  7,S112
Mk105,220,70945,1,0,539,205, 46,S112
Mk108,220,72494,1,0,554,207, 11,S112
Mk111,221,74805,1,0,553,202, 32,S112
Mk114,221,76419,1,0,558,203, 31,S112
Mk117,220,78051,1,0,557,207, 15,S112
Mk120,220,80454,1,0,547,205, 18,S112
Mk123,220,82025,1,0,555,204, 12,S112
Mk126,220,83564,1,0,565,207, 16,S112
Mk129,220,85934,1,0,547,204, 14,S112
Mk132,221,87502,1,0,540,207, 17,S112
Mk135,220,89120,1,0,550,208, 23,S112
Mk138,220,91390,1,0,561,201,  8,S112
Mk141,220,92981,1,0,552,202, 43,S112
Mk144,220,94566,1,0,545,208,  4,S112
Mk147,220,96838,1,0,554,207, 22,S112
Mk150,220,98513,1,0,550,203, 11,S112
Mk153,220,100161,1,0,548,207, 22,S112
Mk156,220,102445,1,0,536,208,  5,S112
Mk159,220,104076,1,0,554,204, 18,S112
Mk162,220,105719,1,0,547,207,  7,S112
Mk165,220,108176,1,0,546,201,  9,S112
Mk168,220,109729,1,0,553,204, 35,S112
Mk171,220,111275,1,0,561,205, 25,S112
Mk174,220,113578,1,0,543,206, 17,S112
Mk177,220,115100,1,0,552,207, 25,S112
Mk180,221,116681,1,0,562,203, 43,S112
Mk183,220,119032,1,0,546,208, 25,S112
Mk186,220,120610,1,0,558,208, 32,S112
Mk189,220,122148,1,0,562,208, 23,S112
Mk192,220,124438,1,0,552,206, 39,S112
Mk195,220,126035,1,0,549,203, 14,S112
Mk198,220,127559,1,0,547,208, 19,S112
Mk201,220,129879,1,0,563,204, 41,S112
Mk204,220,131481,1,0,544,205, 20,S112
Mk207,220,133069,1,0,553,203, 13,S112
Mk210,220,135380,1,0,547,207,  8,S112
Mk213,220,137022,1,0,560,201, 21,S112
Mk216,220,138535,1,0,539,201, 37,S112
Mk219,220,140881,1,0,555,203, 28,S112
Mk222,220,142461,1,0,544,207,  1,S112
Mk225,220,144104,1,0,549,206, 42,S112
Mk228,220,152309,1,0,541,207,  7,S112
Mk231,220,153860,1,0,554,207, 26,S112
Mk234,220,155376,1,0,541,202, 44,S112
Mk237,220,157773,1,0,550,208, 44,S112
Mk240,220,159377,1,0,554,208,  1,S112
Mk243,220,160913,1,0,540,202, 30,S112
Mk246,221,163196,1,0,552,204, 12,S112
Mk249,220,164829,1,0,555,204,  8,S112
Mk252,220,166446,1,0,547,207, 19,S112
Mk255,220,168737,1,0,546,202, 45,S112
Mk258,220,170405,1,0,564,201, 40,S112
Mk261,220,171986,1,0,553,201, 42,S112
Mk264,220,174293,1,0,556,207, 41,S112
Mk267,220,175859,1,0,547,201,  3,S112
Mk270,220,177419,1,0,548,208, 36,S112
Mk273,220,179870,1,0,545,203, 24,S112
Mk276,220,181512,1,0,549,207, 21,S112
Mk279,221,183050,1,0,550,204, 38,S112
Mk282,220,185430,1,0,555,202, 14,S112
Mk285,220,187044,1,0,539,208, 18,S112
Mk288,220,188523,1,0,539,207, 49,S112
Mk291,220,190872,1,0,554,208, 37,S112
Mk294,220,192453,1,0,564,208, 34,S112
Mk297,220,194002,1,0,538,205,  9,S112
Mk300,220,196306,1,0,550,202,  2,S112
Mk303,220,197874,1,0,539,202, 41,S112
Mk306,220,199507,1,0,538,202, 37,S112
Mk309,220,201821,1,0,540,206, 47,S112
Mk312,220,203376,1,0,549,206, 15,S112
Mk315,220,205034,1,0,552,202, 13,S112
Mk318,220,207357,1,0,558,208, 27,S112
Mk321,220,208932,1,0,541,206, 12,S112
Mk324,220,210483,1,0,547,201, 16,S112
Mk327,220,212835,1,0,553,201, 26,S112
Mk330,220,214465,1,0,558,208, 23,S112
Mk333,220,215968,1,0,548,203,  6,S112
Mk336,220,218327,1,0,548,204,  4,S112
Mk339,220,219925,1,0,546,201, 13,S112
Mk342,220,221488,1,0,555,208, 29,S112
Mk345,220,223798,1,0,548,205, 40,S112
Mk348,220,225376,1,0,559,208, 21,S112
Mk351,220,226990,1,0,539,205, 10,S112
Mk354,220,229407,1,0,552,208, 15,S112
Mk357,220,231044,1,0,556,207, 14,S112
Mk360,220,232567,1,0,541,202, 30,S112
Mk363,220,234948,1,0,555,201, 14,S112
Mk366,220,236511,1,0,543,207, 38,S112
Mk369,220,238046,1,0,565,207, 28,S112
Mk372,221,240435,1,0,554,203,  6,S112
Mk375,220,242049,1,0,551,203, 24,S112
Mk378,220,243552,1,0,541,208,  2,S112
Mk381,220,245900,1,0,543,207, 20,S112
Mk384,220,247499,1,0,551,207,  2,S112
Mk387,220,249193,1,0,549,202, 16,S112
Mk390,220,251577,1,0,549,206,  5,S112
Mk393,220,253185,1,0,552,202, 11,S112
Mk396,220,254812,1,0,542,202, 26,S112
Mk399,220,257156,1,0,540,207, 13,S112
Mk402,220,258691,1,0,554,206, 13,S112
Mk405,220,260287,1,0,554,207,  1,S112
Mk408,220,262648,1,0,565,205, 15,S112
Mk411,221,264237,1,0,553,203, 14,S112
Mk414,220,265850,1,0,546,208, 18,S112
Mk417,220,268220,1,0,566,203, 17,S112
Mk420,220,269783,1,0,541,208, 13,S112
Mk423,220,271312,1,0,540,208, 36,S112
Mk426,220,273605,1,0,554,204, 19,S112
Mk429,221,275182,1,0,556,204, 11,S112
Mk432,220,276760,1,0,575,207, 15,S112
Mk435,220,279029,1,0,569,201, 10,S112
Mk438,220,280632,1,0,551,201,  8,S112
Mk441,220,282212,1,0,552,208, 22,S112
Mk444,220,284614,1,0,554,206, 43,S112
Mk447,220,286207,1,0,538,208, 24,S112
Mk450,220,287757,1,0,542,205, 29,S112
Mk453,220,382107,1,0,550,208,  6,S112
Mk456,220,383730,1,0,552,201, 26,S112
Mk459,220,385327,1,0,561,202, 47,S112
Mk462,220,387628,1,0,557,201, 43,S112
Mk465,220,389289,1,0,539,207, 11,S112
Mk468,220,390872,1,0,543,201,  4,S112
Mk471,221,393277,1,0,556,202, 12,S112
Mk474,220,394870,1,0,553,208, 28,S112
Mk477,220,396445,1,0,544,204, 48,S112
Mk480,220,398752,1,0,539,208, 21,S112
Mk483,220,400350,1,0,550,202, 38,S112
Mk486,220,401894,1,0,547,207, 34,S112
Mk489,220,404229,1,0,557,202, 41,S112
Mk492,221,405780,1,0,541,201, 11,S112
Mk495,220,407404,1,0,548,202, 45,S112
Mk498,220,409782,1,0,559,208, 45,S112
Mk501,220,411395,1,0,543,203, 31,S112
Mk504,220,412943,1,0,541,206, 12,S112
Mk507,220,415296,1,0,539,202,  3,S112
Mk510,220,416904,1,0,551,208,  8,S112
Mk513,220,418538,1,0,552,201,  2,S112
Mk516,221,420862,1,0,551,202, 27,S112
Mk519,220,422459,1,0,547,204, 32,S112
Mk522,220,424096,1,0,551,201,  5,S112
Mk525,220,426477,1,0,549,201,  7,S112
Mk528,220,428054,1,0,555,208,  1,S112
Mk531,220,429640,1,0,553,205, 37,S112
Mk534,220,432066,1,0,541,206,  5,S112
Mk537,220,433701,1,0,551,202, 18,S112
Mk540,220,435261,1,0,561,207, 49,S112
Mk543,220,437659,1,0,542,201, 19,S112
Mk546,220,439260,1,0,555,202, 44,S112
Mk549,220,440768,1,0,559,206, 46,S112
Mk552,220,443107,1,0,539,206, 23,S112
Mk555,220,444736,1,0,556,207,  6,S112
Mk558,221,446269,1,0,555,208, 34,S112
Mk561,221,448606,1,0,555,205, 16,S112
Mk564,220,450157,1,0,538,201,  8,S112
Mk567,220,451808,1,0,560,208, 19,S112
Mk570,220,454092,1,0,557,201, 44,S112
Mk573,220,455679,1,0,548,201,  4,S112
Mk576,221,457269,1,0,559,204, 50,S112
Mk579,220,459643,1,0,553,206, 24,S112
Mk582,220,461240,1,0,541,208,  9,S112
Mk585,220,462825,1,0,551,203,  4,S112
Mk588,221,465170,1,0,546,204, 14,S112
Mk591,220,466799,1,0,550,203,  4,S112
Mk594,220,468367,1,0,538,207, 11,S112
Mk597,220,470674,1,0,545,203, 35,S112
Mk600,221,472312,1,0,558,201, 17,S112
Mk603,220,473860,1,0,560,204, 40,S112
Mk606,220,476202,1,0,556,206, 23,S112
Mk609,220,477828,1,0,544,201, 12,S112
Mk612,220,479467,1,0,542,202,  2,S112
Mk615,220,481852,1,0,539,201, 29,S112
Mk618,220,483457,1,0,540,205,  9,S112
Mk621,220,484985,1,0,543,201,  7,S112
Mk624,220,487343,1,0,546,202, 21,S112
Mk627,220,488894,1,0,547,207, 39,S112
Mk630,220,490437,1,0,561,202, 49,S112
Mk633,220,492775,1,0,553,201, 48,S112
Mk636,220,494406,1,0,550,203, 30,S112
Mk639,220,495943,1,0,554,206, 23,S112
Mk642,220,498339,1,0,562,207, 10,S112
Mk645,220,499926,1,0,540,202, 33,S112
Mk648,220,501562,1,0,543,208, 24,S112
Mk651,220,503897,1,0,553,203, 13,S112
Mk654,220,505468,1,0,561,201, 16,S112
Mk657,220,506999,1,0,558,201, 24,S112
Mk660,221,509332,1,0,541,201,  3,S112
Mk663,220,510924,1,0,562,206, 31,S112
Mk666,220,512519,1,0,549,208, 19,S112
Mk669,220,514887,1,0,550,207, 15,S112
Mk672,220,516475,1,0,554,204,  7,S112
Mk675,220,518045,1,0,557,205,  2,S112
Mk678,220,533770,1,0,556,205,  9,S112
Mk681,220,535392,1,0,557,208,  1,S112
Mk684,220,537063,1,0,561,208, 50,S112
Mk687,220,539503,1,0,547,201, 21,S112
Mk690,220,541115,1,0,542,205, 39,S112
Mk693,220,542647,1,0,541,201, 23,S112
Mk696,220,544975,1,0,556,208, 13,S112
Mk699,220,546559,1,0,544,202, 47,S112
Mk702,220,548143,1,0,553,202, 25,S112
Mk705,220,550447,1,0,552,203, 17,S112
Mk708,220,552079,1,0,551,202,  9,S112
Mk711,220,553631,1,0,552,208, 19,S112
Mk714,220,555957,1,0,541,201, 33,S112
Mk717,220,557520,1,0,550,204, 34,S112
Mk720,220,559106,1,0,552,202, 12,S112
Mk723,220,561498,1,0,544,206,  9,S112
Mk726,220,563148,1,0,568,201,  8,S112
Mk729,220,564749,1,0,549,207, 16,S112
Mk732,220,567086,1,0,565,201, 48,S112
Mk735,220,568699,1,0,548,202,  6,S112
Mk738,220,570319,1,0,543,207, 42,S112
Mk741,220,572735,1,0,550,202,  1,S112
Mk744,220,574361,1,0,555,205,  3,S112
Mk747,220,575979,1,0,561,207, 24,S112
Mk750,220,578266,1,0,560,207, 47,S112
Mk753,220,579816,1,0,552,208, 36,S112
Mk756,220,581459,1,0,553,206, 28,S112
Mk759,220,583798,1,0,554,206,  5,S112
Mk762,220,585334,1,0,548,208, 21,S112
Mk765,220,586916,1,0,543,207, 27,S112
Mk768,220,589270,1,0,551,207, 39,S112
Mk771,220,590818,1,0,540,205, 27,S112
Mk774,220,592404,1,0,551,207, 19,S112
Mk777,220,594767,1,0,547,204, 31,S112
Mk780,220,596414,1,0,552,205, 10,S112
Mk783,220,597921,1,0,551,201, 22,S112
Mk786,220,600189,1,0,556,202, 15,S112
Mk789,221,601828,1,0,553,207, 35,S112
Mk792,221,603372,1,0,543,204, 40,S112
Mk795,220,605784,1,0,551,201,  3,S112
Mk798,220,607378,1,0,553,208, 20,S112
Mk801,221,608957,1,0,548,205, 35,S112
Mk804,221,611383,1,0,557,204, 25,S112
Mk807,220,613110,1,0,563,205, 18,S112
Mk810,220,614722,1,0,558,201, 16,S112
Mk813,220,617105,1,0,554,208, 48,S112
Mk816,220,618754,1,0,565,203,  5,S112
Mk819,220,620293,1,0,554,207,  6,S112
Mk822,220,622678,1,0,547,203, 20,S112
Mk825,220,624292,1,0,540,208,  7,S112
Mk828,220,625891,1,0,547,202, 25,S112
Mk831,220,628172,1,0,557,208, 50,S112
Mk834,220,629823,1,0,554,202, 45,S112
Mk837,220,631417,1,0,539,203,  1,S112
Mk840,220,633721,1,0,560,205,  5,S112
Mk843,220,635294,1,0,554,205, 20,S112
Mk846,221,636893,1,0,552,205, 10,S112
Mk849,220,639251,1,0,539,202, 18,S112
Mk852,220,640873,1,0,540,206, 21,S112
Mk855,220,642493,1,0,556,202, 17,S112
Mk858,220,644825,1,0,538,202, 22,S112
Mk861,220,646445,1,0,549,205, 30,S112
Mk864,220,648040,1,0,556,207,  3,S112
Mk867,220,650337,1,0,541,206, 12,S112
Mk870,220,651988,1,0,554,201, 22,S112
Mk873,220,653601,1,0,550,201,  5,S112
Mk876,220,655950,1,0,553,201, 17,S112
Mk879,220,657534,1,0,562,202, 25,S112
Mk882,220,659199,1,0,552,202, 36,S112
Mk885,221,661586,1,0,551,203, 20,S112
Mk888,220,663212,1,0,552,202, 20,S112
Mk891,220,664830,1,0,549,202, 33,S112
Mk894,220,667253,1,0,559,204, 15,S112
Mk897,220,668843,1,0,553,202,  9,S112
Mk900,220,670463,1,0,552,206, 16,S112
Mk5,220,2646,1,0,543,208, 30,S113
Mk8,220,4280,1,0,552,208, 17,S113
